HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals
Cape Verde,Togo,2022,2,0,2
Zambia,Comoros,2022,2,1,3
Senegal,Rwanda,2022,1,0,1
Jamaica,Suriname,2022,3,1,4
Grenada,El Salvador,2022,2,2,4
Guyana,Bermuda,2022,2,1,3
Haiti,Montserrat,2022,3,2,5
Germany,England,2022,1,1,2
Italy,Hungary,2022,2,1,3
Finland,Montenegro,2022,2,0,2
Bosnia and Herzegovina,Romania,2022,1,0,1
Faroe Islands,Luxembourg,2022,0,1,1
Lithuania,Turkey,2022,0,6,6
Kuwait,Indonesia,2022,1,2,3
Jordan,Nepal,2022,2,0,2
Philippines,Yemen,2022,0,0,0
Mongolia,Palestine,2022,0,1,1
Thailand,Maldives,2022,3,0,3
Uzbekistan,Sri Lanka,2022,3,0,3
Hong Kong,Afghanistan,2022,2,1,3
India,Cambodia,2022,2,0,2
Bahrain,Bangladesh,2022,2,0,2
Malaysia,Turkmenistan,2022,3,1,4
Tajikistan,Myanmar,2022,4,0,4
Kyrgyzstan,Singapore,2022,2,1,3
Uganda,Niger,2022,1,1,2
Tanzania,Algeria,2022,0,2,2
Congo,Gambia,2022,1,0,1
Gabon,Mauritania,2022,0,0,0
Sudan,DR Congo,2022,2,1,3
Benin,Mozambique,2022,0,1,1
Wales,Netherlands,2022,1,2,3
Belgium,Poland,2022,6,1,7
Republic of Ireland,Ukraine,2022,0,1,1
Scotland,Armenia,2022,2,0,2
Guinea-Bissau,São Tomé and Príncipe,2022,5,1,6
Nigeria,Sierra Leone,2022,2,1,3
Burundi,Cameroon,2022,0,1,1
Ethiopia,Egypt,2022,2,0,2
Guinea,Malawi,2022,1,0,1
South Sudan,Mali,2022,1,3,4
Lesotho,Ivory Coast,2022,0,0,0
Morocco,South Africa,2022,2,1,3
Panama,Martinique,2022,5,0,5
Canada,Curaçao,2022,4,0,4
Barbados,Guadeloupe,2022,0,1,1
Antigua and Barbuda,Cuba,2022,0,2,2
Belize,French Guiana,2022,1,1,2
Aruba,Saint Kitts and Nevis,2022,2,3,5
Dominica,Saint Lucia,2022,0,1,1
Cayman Islands,Puerto Rico,2022,0,3,3
Portugal,Czech Republic,2022,2,0,2
Switzerland,Spain,2022,0,1,1
Norway,Slovenia,2022,0,0,0
Sweden,Serbia,2022,0,1,1
Kosovo,Northern Ireland,2022,3,2,5
Greece,Cyprus,2022,3,0,3
Gibraltar,Bulgaria,2022,1,1,2
North Macedonia,Georgia,2022,0,3,3
Malta,Estonia,2022,1,2,3
United States,Grenada,2022,5,0,5
Saint Vincent and the Grenadines,Trinidad and Tobago,2022,0,2,2
Bahamas,Nicaragua,2022,0,2,2
Dominican Republic,Guatemala,2022,1,1,2
Austria,France,2022,1,1,2
Denmark,Croatia,2022,0,1,1
Albania,Israel,2022,1,2,3
Azerbaijan,Slovakia,2022,0,1,1
Belarus,Kazakhstan,2022,1,1,2
Moldova,Latvia,2022,2,4,6
Andorra,Liechtenstein,2022,2,1,3
Kuwait,Nepal,2022,4,1,5
Indonesia,Jordan,2022,0,1,1
Mongolia,Philippines,2022,0,1,1
Yemen,Palestine,2022,0,5,5
Sri Lanka,Thailand,2022,0,2,2
Uzbekistan,Maldives,2022,4,0,4
Cambodia,Hong Kong,2022,0,3,3
India,Afghanistan,2022,2,1,3
Bangladesh,Turkmenistan,2022,1,2,3
Malaysia,Bahrain,2022,1,2,3
Singapore,Tajikistan,2022,0,1,1
Kyrgyzstan,Myanmar,2022,2,0,2
Mexico,Suriname,2022,3,0,3
Guyana,Haiti,2022,2,6,8
Montserrat,Bermuda,2022,3,2,5
United States Virgin Islands,Bonaire,2022,0,2,2
Sint Maarten,Turks and Caicos Islands,2022,8,2,10
England,Italy,2022,0,0,0
Hungary,Germany,2022,1,1,2
Wales,Belgium,2022,1,1,2
Netherlands,Poland,2022,2,2,4
Ukraine,Armenia,2022,3,0,3
Republic of Ireland,Scotland,2022,3,0,3
Montenegro,Bosnia and Herzegovina,2022,1,1,2
Romania,Finland,2022,1,0,1
Faroe Islands,Lithuania,2022,2,1,3
Luxembourg,Turkey,2022,0,2,2
Martinique,Panama,2022,0,0,0
Cuba,Antigua and Barbuda,2022,3,1,4
Guadeloupe,Barbados,2022,2,1,3
Saint Kitts and Nevis,Saint Martin,2022,1,1,2
Saint Lucia,Anguilla,2022,2,0,2
Puerto Rico,British Virgin Islands,2022,6,0,6
Spain,Czech Republic,2022,2,0,2
Switzerland,Portugal,2022,1,0,1
Norway,Sweden,2022,3,2,5
Slovenia,Serbia,2022,2,2,4
Northern Ireland,Cyprus,2022,2,2,4
Greece,Kosovo,2022,2,0,2
North Macedonia,Gibraltar,2022,4,0,4
Georgia,Bulgaria,2022,0,0,0
Malta,San Marino,2022,1,0,1
Australia,Peru,2022,0,0,0
São Tomé and Príncipe,Nigeria,2022,0,10,10
Sierra Leone,Guinea-Bissau,2022,2,2,4
Morocco,Liberia,2022,2,0,2
Honduras,Canada,2022,2,1,3
Nicaragua,Bahamas,2022,4,0,4
Trinidad and Tobago,Saint Vincent and the Grenadines,2022,4,1,5
Guatemala,Dominican Republic,2022,2,0,2
Denmark,Austria,2022,2,0,2
France,Croatia,2022,0,1,1
Iceland,Israel,2022,2,2,4
Azerbaijan,Belarus,2022,2,0,2
Kazakhstan,Slovakia,2022,2,1,3
Costa Rica,New Zealand,2022,1,0,1
Kuwait,Jordan,2022,0,3,3
Indonesia,Nepal,2022,7,0,7
Palestine,Philippines,2022,4,0,4
Mongolia,Yemen,2022,2,0,2
Maldives,Sri Lanka,2022,1,0,1
Uzbekistan,Thailand,2022,2,0,2
Afghanistan,Cambodia,2022,2,2,4
India,Hong Kong,2022,4,0,4
Bahrain,Turkmenistan,2022,1,0,1
Malaysia,Bangladesh,2022,4,1,5
Myanmar,Singapore,2022,2,6,8
Kyrgyzstan,Tajikistan,2022,0,0,0
Jamaica,Mexico,2022,1,1,2
El Salvador,United States,2022,1,1,2
Haiti,Guyana,2022,6,0,6
French Guiana,Belize,2022,1,0,1
Bonaire,United States Virgin Islands,2022,2,0,2
Turks and Caicos Islands,Sint Maarten,2022,2,0,2
England,Hungary,2022,0,4,4
Germany,Italy,2022,5,2,7
Netherlands,Wales,2022,3,2,5
Poland,Belgium,2022,0,1,1
Armenia,Scotland,2022,1,4,5
Ukraine,Republic of Ireland,2022,1,1,2
Bosnia and Herzegovina,Finland,2022,3,2,5
Romania,Montenegro,2022,0,3,3
Luxembourg,Faroe Islands,2022,2,2,4
Turkey,Lithuania,2022,2,0,2
Moldova,Andorra,2022,2,1,3
Liechtenstein,Latvia,2022,0,2,2
Scotland,Ukraine,2022,3,0,3
Croatia,Denmark,2022,2,1,3
France,Austria,2022,2,0,2
Belgium,Wales,2022,2,1,3
Poland,Netherlands,2022,0,2,2
Lithuania,Faroe Islands,2022,1,1,2
Turkey,Luxembourg,2022,3,3,6
Kazakhstan,Belarus,2022,2,1,3
Slovakia,Azerbaijan,2022,1,2,3
Latvia,Moldova,2022,1,2,3
Liechtenstein,Andorra,2022,0,2,2
Germany,Hungary,2022,0,1,1
Italy,England,2022,1,0,1
Bosnia and Herzegovina,Montenegro,2022,1,0,1
Finland,Romania,2022,1,1,2
Georgia,North Macedonia,2022,2,0,2
Bulgaria,Gibraltar,2022,5,1,6
Estonia,Malta,2022,2,1,3
Czech Republic,Portugal,2022,0,4,4
Spain,Switzerland,2022,1,2,3
Armenia,Ukraine,2022,0,5,5
Scotland,Republic of Ireland,2022,2,1,3
Israel,Albania,2022,2,1,3
Slovenia,Norway,2022,2,1,3
Serbia,Sweden,2022,4,1,5
Northern Ireland,Kosovo,2022,2,1,3
Cyprus,Greece,2022,1,0,1
Austria,Croatia,2022,1,3,4
Denmark,France,2022,2,0,2
Wales,Poland,2022,0,1,1
Netherlands,Belgium,2022,1,0,1
Faroe Islands,Turkey,2022,2,1,3
Luxembourg,Lithuania,2022,1,0,1
Slovakia,Belarus,2022,1,1,2
Azerbaijan,Kazakhstan,2022,3,0,3
Andorra,Latvia,2022,1,1,2
Moldova,Liechtenstein,2022,2,0,2
England,Germany,2022,3,3,6
Hungary,Italy,2022,0,2,2
Montenegro,Finland,2022,0,2,2
Romania,Bosnia and Herzegovina,2022,4,1,5
Gibraltar,Georgia,2022,1,2,3
North Macedonia,Bulgaria,2022,0,1,1
San Marino,Estonia,2022,0,4,4
Portugal,Spain,2022,0,1,1
Switzerland,Czech Republic,2022,2,1,3
Republic of Ireland,Armenia,2022,3,2,5
Ukraine,Scotland,2022,0,0,0
Albania,Iceland,2022,1,1,2
Norway,Serbia,2022,0,2,2
Sweden,Slovenia,2022,1,1,2
Kosovo,Cyprus,2022,5,1,6
Greece,Northern Ireland,2022,3,1,4
