HomeTeam;AwayTeam;Year;HomeGoals;AwayGoals;TotalGoals
Tajikistan;Uganda;2022;1;1;2
Trinidad and Tobago;Barbados;2022;9;0;9
Uzbekistan;Kyrgyzstan;2022;3;1;4
Angola;Guinea-Bissau;2022;3;2;5
Bahrain;Burundi;2022;1;0;1
Belarus;India;2022;3;0;3
Central African Republic;Sudan;2022;0;0;0
Croatia;Slovenia;2022;1;1;2
England;Switzerland;2022;2;1;3
Finland;Iceland;2022;1;1;2
Germany;Israel;2022;2;0;2
Gibraltar;Faroe Islands;2022;0;0;0
Libya;Niger;2022;2;1;3
Mauritania;Mozambique;2022;2;1;3
Netherlands;Denmark;2022;4;2;6
Qatar;Bulgaria;2022;2;1;3
Republic of Ireland;Belgium;2022;2;2;4
Singapore;Malaysia;2022;2;1;3
Spain;Albania;2022;2;1;3
El Salvador;Costa Rica;2022;1;2;3
Canada;Jamaica;2022;4;0;4
Honduras;Mexico;2022;0;1;1
United States;Panama;2022;5;1;6
New Zealand;Tahiti;2022;1;0;1
Solomon Islands;Papua New Guinea;2022;3;2;5
Barbados;Guyana;2022;0;5;5
Belize;Cuba;2022;0;3;3
Benin;Zambia;2022;2;1;3
Guatemala;Haiti;2022;2;1;3
Laos;Brunei;2022;3;2;5
Liberia;Sierra Leone;2022;0;1;1
Thailand;Suriname;2022;1;0;1
South Sudan;Djibouti;2022;1;0;1
Lesotho;Seychelles;2022;3;1;4
Eswatini;Somalia;2022;2;1;3
Mauritius;São Tomé and Príncipe;2022;3;3;6
Andorra;Grenada;2022;1;0;1
Cape Verde;San Marino;2022;2;0;2
Montenegro;Greece;2022;1;0;1
Vanuatu;Fiji;2022;1;2;3
Algeria;Cameroon;2022;1;2;3
Morocco;DR Congo;2022;4;1;5
Nigeria;Ghana;2022;1;1;2
Senegal;Egypt;2022;1;0;1
Tunisia;Mali;2022;0;0;0
Iran;Lebanon;2022;2;0;2
Syria;Iraq;2022;1;1;2
United Arab Emirates;South Korea;2022;1;0;1
Japan;Vietnam;2022;1;1;2
Oman;China PR;2022;2;0;2
Saudi Arabia;Australia;2022;1;0;1
Ecuador;Argentina;2022;1;1;2
Peru;Paraguay;2022;2;0;2
Bolivia;Brazil;2022;0;4;4
Venezuela;Colombia;2022;0;1;1
Chile;Uruguay;2022;0;2;2
Poland;Sweden;2022;2;0;2
Portugal;North Macedonia;2022;2;0;2
Albania;Georgia;2022;0;0;0
Angola;Equatorial Guinea;2022;0;0;0
Austria;Scotland;2022;2;2;4
Azerbaijan;Latvia;2022;0;1;1
Bahrain;Belarus;2022;0;1;1
Bangladesh;Mongolia;2022;0;0;0
Belgium;Burkina Faso;2022;3;0;3
Bosnia and Herzegovina;Luxembourg;2022;1;0;1
Congo;Sierra Leone;2022;1;2;3
Croatia;Bulgaria;2022;2;1;3
Denmark;Serbia;2022;3;0;3
England;Ivory Coast;2022;3;0;3
Faroe Islands;Liechtenstein;2022;1;0;1
Finland;Slovakia;2022;0;2;2
France;South Africa;2022;5;0;5
Israel;Romania;2022;2;2;4
Liberia;Burundi;2022;1;2;3
Malta;Kuwait;2022;2;0;2
Mauritania;Libya;2022;2;0;2
Netherlands;Germany;2022;1;1;2
Northern Ireland;Hungary;2022;0;1;1
Norway;Armenia;2022;9;0;9
Qatar;Slovenia;2022;0;0;0
Republic of Ireland;Lithuania;2022;1;0;1
Singapore;Philippines;2022;2;0;2
Spain;Iceland;2022;5;0;5
Switzerland;Kosovo;2022;1;1;2
Tanzania;Sudan;2022;1;1;2
Togo;Benin;2022;1;1;2
Trinidad and Tobago;Guyana;2022;1;1;2
Turkey;Italy;2022;2;3;5
Wales;Czech Republic;2022;1;1;2
Tajikistan;Kyrgyzstan;2022;1;0;1
Uzbekistan;Uganda;2022;4;2;6
Cyprus;Estonia;2022;2;0;2
Kazakhstan;Moldova;2022;0;1;1
Gambia;Chad;2022;2;2;4
Mexico;El Salvador;2022;2;0;2
Costa Rica;United States;2022;2;0;2
Panama;Canada;2022;1;0;1
Jamaica;Honduras;2022;2;1;3
Solomon Islands;New Zealand;2022;0;5;5
El Salvador;Guatemala;2022;0;4;4
Mexico;Guatemala;2022;0;0;0
Bahamas;Turks and Caicos Islands;2022;4;2;6
Dominica;Saint Vincent and the Grenadines;2022;2;1;3
Bahamas;Turks and Caicos Islands;2022;1;2;3
Dominica;Saint Vincent and the Grenadines;2022;3;1;4
Yoruba Nation;Matabeleland;2022;1;1;2
Biafra;Matabeleland;2022;0;1;1
Yoruba Nation;Biafra;2022;0;1;1
Mozambique;Eswatini;2022;0;1;1
Thailand;Bahrain;2022;3;1;4
Biafra;Matabeleland;2022;1;0;1
Bahrain;Myanmar;2022;2;0;2
Malaysia;Brunei;2022;4;0;4
Thailand;Turkmenistan;2022;1;0;1
Ethiopia;Lesotho;2022;1;1;2
India;Jordan;2022;0;2;2
Mexico;Nigeria;2022;2;1;3
United Arab Emirates;Gambia;2022;1;1;2
Ethiopia;Lesotho;2022;1;1;2
Trinidad and Tobago;Saint Lucia;2022;1;0;1
Thailand;Bahrain;2022;1;2;3
Italy;Argentina;2022;0;3;3
Scotland;Ukraine;2022;1;3;4
Angola;Central African Republic;2022;2;1;3
Ghana;Madagascar;2022;3;0;3
Libya;Botswana;2022;1;0;1
Poland;Wales;2022;2;1;3
Australia;Jordan;2022;2;1;3
Indonesia;Bangladesh;2022;0;0;0
Malta;Venezuela;2022;0;1;1
Kuwait;Singapore;2022;0;0;0
Malaysia;Hong Kong;2022;2;0;2
Syria;Tajikistan;2022;1;0;1
United States;Morocco;2022;3;0;3
Vietnam;Afghanistan;2022;2;0;2
Tunisia;Equatorial Guinea;2022;4;0;4
Mozambique;Rwanda;2022;1;1;2
Panama;Costa Rica;2022;2;0;2
Barbados;Antigua and Barbuda;2022;0;1;1
Guadeloupe;Cuba;2022;2;1;3
Belize;Dominican Republic;2022;0;2;2
French Guiana;Guatemala;2022;2;0;2
Anguilla;Dominica;2022;0;0;0
Czech Republic;Switzerland;2022;2;1;3
Spain;Portugal;2022;1;1;2
Israel;Iceland;2022;2;2;4
Serbia;Norway;2022;0;1;1
Slovenia;Sweden;2022;0;2;2
Northern Ireland;Greece;2022;0;1;1
Cyprus;Kosovo;2022;0;2;2
Georgia;Gibraltar;2022;4;0;4
Bulgaria;North Macedonia;2022;1;1;2
Estonia;San Marino;2022;2;0;2
Cambodia;Timor-Leste;2022;2;1;3
Ecuador;Nigeria;2022;1;0;1
Japan;Paraguay;2022;4;1;5
South Korea;Brazil;2022;1;5;6
Mexico;Uruguay;2022;0;3;3
Togo;Eswatini;2022;2;2;4
Burkina Faso;Cape Verde;2022;2;0;2
Comoros;Lesotho;2022;2;0;2
Ivory Coast;Zambia;2022;3;1;4
Curaçao;Honduras;2022;0;1;1
Bahamas;Saint Vincent and the Grenadines;2022;1;0;1
Nicaragua;Trinidad and Tobago;2022;2;1;3
Sint Maarten;United States Virgin Islands;2022;1;1;2
Turks and Caicos Islands;Bonaire;2022;1;4;5
Saint Martin;Aruba;2022;0;0;0
British Virgin Islands;Cayman Islands;2022;1;1;2
Croatia;Austria;2022;0;3;3
France;Denmark;2022;1;2;3
Belgium;Netherlands;2022;1;4;5
Kazakhstan;Azerbaijan;2022;2;0;2
Belarus;Slovakia;2022;0;1;1
Liechtenstein;Moldova;2022;0;2;2
Latvia;Andorra;2022;3;0;3
Nepal;Oman;2022;0;2;2
Namibia;Burundi;2022;1;1;2
Niger;Tanzania;2022;1;1;2
Algeria;Uganda;2022;2;0;2
Gambia;South Sudan;2022;1;0;1
Mali;Congo;2022;4;0;4
Mauritania;Sudan;2022;3;0;3
DR Congo;Gabon;2022;0;1;1
Senegal;Benin;2022;3;1;4
Suriname;Jamaica;2022;1;1;2
El Salvador;Grenada;2022;3;1;4
Bermuda;Haiti;2022;0;0;0
Montserrat;Guyana;2022;1;2;3
Hungary;England;2022;1;0;1
Italy;Germany;2022;1;1;2
Armenia;Republic of Ireland;2022;1;0;1
Finland;Bosnia and Herzegovina;2022;1;1;2
Montenegro;Romania;2022;2;0;2
Lithuania;Luxembourg;2022;0;2;2
Turkey;Faroe Islands;2022;4;0;4
Wales;Ukraine;2022;1;0;1
Malawi;Ethiopia;2022;2;1;3
Egypt;Guinea;2022;1;0;1
Central African Republic;Ghana;2022;1;1;2
Madagascar;Angola;2022;1;1;2
Botswana;Tunisia;2022;0;0;0
Costa Rica;Martinique;2022;2;0;2
Cuba;Barbados;2022;3;0;3
Antigua and Barbuda;Guadeloupe;2022;1;0;1
Guatemala;Belize;2022;2;0;2
Dominican Republic;French Guiana;2022;2;3;5
Dominica;Anguilla;2022;1;1;2
Portugal;Switzerland;2022;4;0;4
Czech Republic;Spain;2022;2;2;4
Serbia;Slovenia;2022;4;1;5
Sweden;Norway;2022;1;2;3
Cyprus;Northern Ireland;2022;0;0;0
Kosovo;Greece;2022;0;1;1
Gibraltar;North Macedonia;2022;0;2;2
Bulgaria;Georgia;2022;2;5;7
San Marino;Malta;2022;0;2;2
Argentina;Estonia;2022;5;0;5
Mexico;Ecuador;2022;0;0;0
Peru;New Zealand;2022;1;0;1
Saudi Arabia;Colombia;2022;0;1;1
United States;Uruguay;2022;0;0;0
Equatorial Guinea;Libya;2022;2;0;2
Honduras;Curaçao;2022;1;2;3
Saint Vincent and the Grenadines;Nicaragua;2022;2;2;4
Trinidad and Tobago;Bahamas;2022;1;0;1
Bonaire;Sint Maarten;2022;2;2;4
United States Virgin Islands;Turks and Caicos Islands;2022;3;2;5
Aruba;Saint Martin;2022;3;0;3
Cayman Islands;British Virgin Islands;2022;1;1;2
Austria;Denmark;2022;1;2;3
Croatia;France;2022;1;1;2
Iceland;Albania;2022;1;1;2
Belarus;Azerbaijan;2022;0;0;0
Slovakia;Kazakhstan;2022;0;1;1
Latvia;Liechtenstein;2022;1;0;1
Andorra;Moldova;2022;0;0;0
South Korea;Chile;2022;2;0;2
Japan;Brazil;2022;0;1;1
Eswatini;Burkina Faso;2022;1;3;4
Cape Verde;Togo;2022;2;0;2
Zambia;Comoros;2022;2;1;3
Senegal;Rwanda;2022;1;0;1
Jamaica;Suriname;2022;3;1;4
Grenada;El Salvador;2022;2;2;4
Guyana;Bermuda;2022;2;1;3
Haiti;Montserrat;2022;3;2;5
Germany;England;2022;1;1;2
Italy;Hungary;2022;2;1;3
Finland;Montenegro;2022;2;0;2
Bosnia and Herzegovina;Romania;2022;1;0;1
Faroe Islands;Luxembourg;2022;0;1;1
Lithuania;Turkey;2022;0;6;6
Kuwait;Indonesia;2022;1;2;3
Jordan;Nepal;2022;2;0;2
Philippines;Yemen;2022;0;0;0
Mongolia;Palestine;2022;0;1;1
Thailand;Maldives;2022;3;0;3
Uzbekistan;Sri Lanka;2022;3;0;3
Hong Kong;Afghanistan;2022;2;1;3
India;Cambodia;2022;2;0;2
Bahrain;Bangladesh;2022;2;0;2
Malaysia;Turkmenistan;2022;3;1;4
Tajikistan;Myanmar;2022;4;0;4
Kyrgyzstan;Singapore;2022;2;1;3
Uganda;Niger;2022;1;1;2
Tanzania;Algeria;2022;0;2;2
Congo;Gambia;2022;1;0;1
Gabon;Mauritania;2022;0;0;0
Sudan;DR Congo;2022;2;1;3
Benin;Mozambique;2022;0;1;1
Wales;Netherlands;2022;1;2;3
Belgium;Poland;2022;6;1;7
Republic of Ireland;Ukraine;2022;0;1;1
Scotland;Armenia;2022;2;0;2
Guinea-Bissau;São Tomé and Príncipe;2022;5;1;6
Nigeria;Sierra Leone;2022;2;1;3
Burundi;Cameroon;2022;0;1;1
Ethiopia;Egypt;2022;2;0;2
Guinea;Malawi;2022;1;0;1
South Sudan;Mali;2022;1;3;4
Lesotho;Ivory Coast;2022;0;0;0
Morocco;South Africa;2022;2;1;3
Panama;Martinique;2022;5;0;5
Canada;Curaçao;2022;4;0;4
Barbados;Guadeloupe;2022;0;1;1
Antigua and Barbuda;Cuba;2022;0;2;2
Belize;French Guiana;2022;1;1;2
Aruba;Saint Kitts and Nevis;2022;2;3;5
Dominica;Saint Lucia;2022;0;1;1
Cayman Islands;Puerto Rico;2022;0;3;3
Portugal;Czech Republic;2022;2;0;2
Switzerland;Spain;2022;0;1;1
Norway;Slovenia;2022;0;0;0
Sweden;Serbia;2022;0;1;1
Kosovo;Northern Ireland;2022;3;2;5
Greece;Cyprus;2022;3;0;3
Gibraltar;Bulgaria;2022;1;1;2
North Macedonia;Georgia;2022;0;3;3
Malta;Estonia;2022;1;2;3
New Zealand;Oman;2022;0;0;0
San Marino;Iceland;2022;0;1;1
Saudi Arabia;Venezuela;2022;0;1;1
United States;Grenada;2022;5;0;5
Saint Vincent and the Grenadines;Trinidad and Tobago;2022;0;2;2
Bahamas;Nicaragua;2022;0;2;2
Dominican Republic;Guatemala;2022;1;1;2
Austria;France;2022;1;1;2
Denmark;Croatia;2022;0;1;1
Albania;Israel;2022;1;2;3
Azerbaijan;Slovakia;2022;0;1;1
Belarus;Kazakhstan;2022;1;1;2
Moldova;Latvia;2022;2;4;6
Andorra;Liechtenstein;2022;2;1;3
South Korea;Paraguay;2022;2;2;4
Chile;Tunisia;2022;0;2;2
Japan;Ghana;2022;4;1;5
Kuwait;Nepal;2022;4;1;5
Indonesia;Jordan;2022;0;1;1
Mongolia;Philippines;2022;0;1;1
Yemen;Palestine;2022;0;5;5
Sri Lanka;Thailand;2022;0;2;2
Uzbekistan;Maldives;2022;4;0;4
Cambodia;Hong Kong;2022;0;3;3
India;Afghanistan;2022;2;1;3
Bangladesh;Turkmenistan;2022;1;2;3
Malaysia;Bahrain;2022;1;2;3
Singapore;Tajikistan;2022;0;1;1
Kyrgyzstan;Myanmar;2022;2;0;2
Mexico;Suriname;2022;3;0;3
Guyana;Haiti;2022;2;6;8
Montserrat;Bermuda;2022;3;2;5
United States Virgin Islands;Bonaire;2022;0;2;2
Sint Maarten;Turks and Caicos Islands;2022;8;2;10
England;Italy;2022;0;0;0
Hungary;Germany;2022;1;1;2
Wales;Belgium;2022;1;1;2
Netherlands;Poland;2022;2;2;4
Ukraine;Armenia;2022;3;0;3
Republic of Ireland;Scotland;2022;3;0;3
Montenegro;Bosnia and Herzegovina;2022;1;1;2
Romania;Finland;2022;1;0;1
Faroe Islands;Lithuania;2022;2;1;3
Luxembourg;Turkey;2022;0;2;2
Ecuador;Cape Verde;2022;1;0;1
Uruguay;Panama;2022;5;0;5
Martinique;Panama;2022;0;0;0
Cuba;Antigua and Barbuda;2022;3;1;4
Guadeloupe;Barbados;2022;2;1;3
Saint Kitts and Nevis;Saint Martin;2022;1;1;2
Saint Lucia;Anguilla;2022;2;0;2
Puerto Rico;British Virgin Islands;2022;6;0;6
Spain;Czech Republic;2022;2;0;2
Switzerland;Portugal;2022;1;0;1
Norway;Sweden;2022;3;2;5
Slovenia;Serbia;2022;2;2;4
Northern Ireland;Cyprus;2022;2;2;4
Greece;Kosovo;2022;2;0;2
North Macedonia;Gibraltar;2022;4;0;4
Georgia;Bulgaria;2022;0;0;0
Malta;San Marino;2022;1;0;1
Iran;Algeria;2022;1;2;3
Australia;Peru;2022;0;0;0
São Tomé and Príncipe;Nigeria;2022;0;10;10
Sierra Leone;Guinea-Bissau;2022;2;2;4
Morocco;Liberia;2022;2;0;2
Honduras;Canada;2022;2;1;3
Nicaragua;Bahamas;2022;4;0;4
Trinidad and Tobago;Saint Vincent and the Grenadines;2022;4;1;5
Guatemala;Dominican Republic;2022;2;0;2
Denmark;Austria;2022;2;0;2
France;Croatia;2022;0;1;1
Iceland;Israel;2022;2;2;4
Azerbaijan;Belarus;2022;2;0;2
Kazakhstan;Slovakia;2022;2;1;3
Albania;Estonia;2022;0;0;0
Costa Rica;New Zealand;2022;1;0;1
Kuwait;Jordan;2022;0;3;3
Indonesia;Nepal;2022;7;0;7
Palestine;Philippines;2022;4;0;4
Mongolia;Yemen;2022;2;0;2
Maldives;Sri Lanka;2022;1;0;1
Uzbekistan;Thailand;2022;2;0;2
Afghanistan;Cambodia;2022;2;2;4
India;Hong Kong;2022;4;0;4
Bahrain;Turkmenistan;2022;1;0;1
Malaysia;Bangladesh;2022;4;1;5
Myanmar;Singapore;2022;2;6;8
Kyrgyzstan;Tajikistan;2022;0;0;0
Jamaica;Mexico;2022;1;1;2
El Salvador;United States;2022;1;1;2
Haiti;Guyana;2022;6;0;6
French Guiana;Belize;2022;1;0;1
Bonaire;United States Virgin Islands;2022;2;0;2
Turks and Caicos Islands;Sint Maarten;2022;2;0;2
England;Hungary;2022;0;4;4
Germany;Italy;2022;5;2;7
Netherlands;Wales;2022;3;2;5
Poland;Belgium;2022;0;1;1
Armenia;Scotland;2022;1;4;5
Ukraine;Republic of Ireland;2022;1;1;2
Bosnia and Herzegovina;Finland;2022;3;2;5
Romania;Montenegro;2022;0;3;3
Luxembourg;Faroe Islands;2022;2;2;4
Turkey;Lithuania;2022;2;0;2
Moldova;Andorra;2022;2;1;3
Liechtenstein;Latvia;2022;0;2;2
Chile;Ghana;2022;0;0;0
Japan;Tunisia;2022;0;3;3
South Korea;Egypt;2022;4;1;5
Mapuche;Maule Sur;2022;0;1;1
Mapuche;Aymara;2022;3;1;4
Aymara;Maule Sur;2022;0;1;1
Mexico;Paraguay;2022;0;1;1
Fiji;New Caledonia;2022;1;0;1
Solomon Islands;New Caledonia;2022;1;0;1
Brunei Darussalam;Maldives;2022;0;3;3
Hong Kong;Myanmar;2022;2;0;2
Libya;Uganda;2022;0;0;0
San Marino;Seychelles;2022;0;0;0
Vietnam;Singapore;2022;4;0;4
Scotland;Ukraine;2022;3;0;3
Australia;New Zealand;2022;1;0;1
Cambodia;Bangladesh;2022;0;1;1
Comoros;Tunisia;2022;0;1;1
Iceland;Venezuela;2022;1;0;1
Suriname;Nicaragua;2022;2;1;3
Thailand;Malaysia;2022;1;1;2
Trinidad and Tobago;Tajikistan;2022;1;2;3
Croatia;Denmark;2022;2;1;3
France;Austria;2022;2;0;2
Belgium;Wales;2022;2;1;3
Poland;Netherlands;2022;0;2;2
Lithuania;Faroe Islands;2022;1;1;2
Turkey;Luxembourg;2022;3;3;6
Kazakhstan;Belarus;2022;2;1;3
Slovakia;Azerbaijan;2022;1;2;3
Latvia;Moldova;2022;1;2;3
Liechtenstein;Andorra;2022;0;2;2
Japan;United States;2022;2;0;2
Algeria;Guinea;2022;1;0;1
Argentina;Honduras;2022;3;0;3
Bahrain;Cape Verde;2022;1;2;3
Brazil;Ghana;2022;3;0;3
Cameroon;Uzbekistan;2022;0;2;2
Canada;Qatar;2022;2;0;2
DR Congo;Burkina Faso;2022;0;1;1
Egypt;Niger;2022;3;0;3
Iran;Uruguay;2022;1;0;1
Iraq;Oman;2022;1;1;2
Jordan;Syria;2022;2;0;2
South Korea;Costa Rica;2022;2;2;4
Mali;Zambia;2022;1;0;1
Morocco;Chile;2022;2;0;2
Paraguay;United Arab Emirates;2022;1;0;1
Rwanda;Equatorial Guinea;2022;0;0;0
Saudi Arabia;Ecuador;2022;0;0;0
Germany;Hungary;2022;0;1;1
Italy;England;2022;1;0;1
Bosnia and Herzegovina;Montenegro;2022;1;0;1
Finland;Romania;2022;1;1;2
Georgia;North Macedonia;2022;2;0;2
Bulgaria;Gibraltar;2022;5;1;6
Estonia;Malta;2022;2;1;3
Bolivia;Senegal;2022;0;2;2
Colombia;Guatemala;2022;4;1;5
Fiji;Solomon Islands;2022;2;2;4
Grenada;Saint Vincent and the Grenadines;2022;1;3;4
Hong Kong;Myanmar;2022;0;0;0
India;Singapore;2022;1;1;2
Indonesia;Curaçao;2022;3;2;5
Ivory Coast;Togo;2022;2;1;3
Laos;Maldives;2022;1;3;4
Madagascar;Congo;2022;3;3;6
Mauritania;Benin;2022;1;0;1
Mexico;Peru;2022;1;0;1
South Africa;Sierra Leone;2022;4;0;4
Tanzania;Uganda;2022;1;0;1
Vanuatu;Papua New Guinea;2022;0;1;1
Czech Republic;Portugal;2022;0;4;4
Spain;Switzerland;2022;1;2;3
Armenia;Ukraine;2022;0;5;5
Scotland;Republic of Ireland;2022;2;1;3
Israel;Albania;2022;2;1;3
Slovenia;Norway;2022;2;1;3
Serbia;Sweden;2022;4;1;5
Northern Ireland;Kosovo;2022;2;1;3
Cyprus;Greece;2022;1;0;1
Thailand;Trinidad and Tobago;2022;2;1;3
Malaysia;Tajikistan;2022;0;0;0
New Zealand;Australia;2022;0;2;2
Niger;Liberia;2022;0;0;0
Austria;Croatia;2022;1;3;4
Denmark;France;2022;2;0;2
Wales;Poland;2022;0;1;1
Netherlands;Belgium;2022;1;0;1
Faroe Islands;Turkey;2022;2;1;3
Luxembourg;Lithuania;2022;1;0;1
Slovakia;Belarus;2022;1;1;2
Azerbaijan;Kazakhstan;2022;3;0;3
Andorra;Latvia;2022;1;1;2
Moldova;Liechtenstein;2022;2;0;2
Ethiopia;Sudan;2022;2;2;4
Iraq;Syria;2022;1;0;1
Jordan;Oman;2022;1;0;1
England;Germany;2022;3;3;6
Hungary;Italy;2022;0;2;2
Montenegro;Finland;2022;0;2;2
Romania;Bosnia and Herzegovina;2022;4;1;5
Gibraltar;Georgia;2022;1;2;3
North Macedonia;Bulgaria;2022;0;1;1
San Marino;Estonia;2022;0;4;4
Fiji;Papua New Guinea;2022;0;1;1
Algeria;Nigeria;2022;2;1;3
Argentina;Jamaica;2022;3;0;3
Bahrain;Panama;2022;0;2;2
Brazil;Tunisia;2022;5;1;6
Brunei Darussalam;Laos;2022;1;0;1
Burkina Faso;Comoros;2022;2;1;3
Canada;Uruguay;2022;0;2;2
DR Congo;Sierra Leone;2022;3;0;3
Costa Rica;Uzbekistan;2022;2;1;3
Ecuador;Japan;2022;0;0;0
Egypt;Liberia;2022;3;0;3
Equatorial Guinea;Togo;2022;2;2;4
Ghana;Nicaragua;2022;1;0;1
Honduras;Guatemala;2022;2;1;3
Indonesia;Curaçao;2022;2;1;3
Iran;Senegal;2022;1;1;2
Ivory Coast;Guinea;2022;3;1;4
South Korea;Cameroon;2022;1;0;1
Libya;Tanzania;2022;2;1;3
Madagascar;Benin;2022;3;1;4
Malta;Israel;2022;2;1;3
Mauritania;Congo;2022;2;0;2
Mexico;Colombia;2022;2;3;5
Nepal;Bangladesh;2022;3;1;4
Paraguay;Morocco;2022;0;0;0
Peru;El Salvador;2022;4;1;5
Qatar;Chile;2022;2;2;4
Saudi Arabia;United States;2022;0;0;0
South Africa;Botswana;2022;1;0;1
United Arab Emirates;Venezuela;2022;0;4;4
Vietnam;India;2022;3;0;3
Portugal;Spain;2022;0;1;1
Switzerland;Czech Republic;2022;2;1;3
Republic of Ireland;Armenia;2022;3;2;5
Ukraine;Scotland;2022;0;0;0
Albania;Iceland;2022;1;1;2
Norway;Serbia;2022;0;2;2
Sweden;Slovenia;2022;1;1;2
Kosovo;Cyprus;2022;5;1;6
Greece;Northern Ireland;2022;3;1;4
Fiji;Solomon Islands;2022;1;0;1
Saint Vincent and the Grenadines;Grenada;2022;1;5;6
Saudi Arabia;North Macedonia;2022;1;0;1
Qatar;Guatemala;2022;2;0;2
Saudi Arabia;Albania;2022;1;1;2
Qatar;Honduras;2022;1;0;1
Saudi Arabia;Honduras;2022;0;0;0
Brunei;Timor-Leste;2022;6;2;8
Saudi Arabia;Iceland;2022;1;0;1
Qatar;Panama;2022;2;1;3
Brunei;Timor-Leste;2022;0;1;1
Albania;Qatar;2022;0;1;1
Cameroon;Jamaica;2022;1;1;2
Costa Rica;Nigeria;2022;2;0;2
Mexico;Iraq;2022;4;0;4
Iran;Nicaragua;2022;1;0;1
Saudi Arabia;Panama;2022;1;1;2
Bahrain;Canada;2022;2;2;4
South Korea;Iceland;2022;1;0;1
Iraq;Ecuador;2022;0;0;0
Syria;Algeria;2022;0;1;1
Venezuela;Panama;2022;2;2;4
Albania;Italy;2022;1;3;4
Algeria;Mali;2022;1;1;2
Andorra;Austria;2022;0;1;1
Cyprus;Bulgaria;2022;0;2;2
Czech Republic;Faroe Islands;2022;5;0;5
Dominican Republic;Cuba;2022;2;4;6
Gibraltar;Liechtenstein;2022;2;0;2
Iran;Tunisia;2022;0;2;2
Ivory Coast;Burundi;2022;4;0;4
Kosovo;Armenia;2022;2;2;4
Mexico;Sweden;2022;1;2;3
Moldova;Azerbaijan;2022;1;2;3
Nepal;Pakistan;2022;1;0;1
Nicaragua;El Salvador;2022;1;0;1
Oman;Germany;2022;0;1;1
Peru;Paraguay;2022;1;0;1
Poland;Chile;2022;1;0;1
Saudi Arabia;Croatia;2022;0;1;1
Turkey;Scotland;2022;2;1;3
United Arab Emirates;Argentina;2022;0;5;5
Uzbekistan;Kazakhstan;2022;2;0;2
Lithuania;Iceland;2022;0;0;0
Latvia;Estonia;2022;1;1;2
Angola;Botswana;2022;1;0;1
Gabon;Guinea-Bissau;2022;3;1;4
Israel;Zambia;2022;4;2;6
Japan;Canada;2022;1;2;3
Jordan;Spain;2022;1;3;4
Luxembourg;Hungary;2022;2;2;4
Malta;Greece;2022;2;2;4
Montenegro;Slovakia;2022;2;2;4
Morocco;Georgia;2022;3;0;3
Niger;Libya;2022;2;3;5
North Macedonia;Finland;2022;1;1;2
Portugal;Nigeria;2022;4;0;4
Republic of Ireland;Norway;2022;1;2;3
Romania;Slovenia;2022;1;2;3
Rwanda;Sudan;2022;0;0;0
South Africa;Mozambique;2022;2;1;3
Saint Lucia;San Marino;2022;1;1;2
Switzerland;Ghana;2022;0;2;2
Syria;Belarus;2022;0;1;1
Tajikistan;Russia;2022;0;0;0
Bahrain;Serbia;2022;1;5;6
Cameroon;Panama;2022;1;1;2
Dominican Republic;Cuba;2022;1;1;2
Egypt;Belgium;2022;2;1;3
Albania;Armenia;2022;2;0;2
Colombia;Paraguay;2022;2;0;2
Gibraltar;Andorra;2022;1;0;1
Guatemala;Nicaragua;2022;3;1;4
Ivory Coast;Burkina Faso;2022;1;2;3
Kosovo;Faroe Islands;2022;1;1;2
Kuwait;Lebanon;2022;2;0;2
Peru;Bolivia;2022;1;0;1
Rwanda;Sudan;2022;1;0;1
Sweden;Algeria;2022;2;0;2
Turkey;Czech Republic;2022;2;1;3
United Arab Emirates;Kazakhstan;2022;2;1;3
Estonia;Lithuania;2022;2;0;2
Latvia;Iceland;2022;1;1;2
Austria;Italy;2022;2;0;2
Gambia;Guinea-Bissau;2022;0;0;0
Hungary;Greece;2022;2;1;3
Israel;Cyprus;2022;2;3;5
Luxembourg;Bulgaria;2022;0;0;0
Malta;Republic of Ireland;2022;0;1;1
Moldova;Romania;2022;0;5;5
Niger;Gabon;2022;1;3;4
North Macedonia;Azerbaijan;2022;1;3;4
Norway;Finland;2022;1;1;2
Oman;Belarus;2022;2;0;2
Slovakia;Chile;2022;0;0;0
Slovenia;Montenegro;2022;1;0;1
South Africa;Angola;2022;1;1;2
Saint Lucia;San Marino;2022;1;0;1
Syria;Venezuela;2022;1;2;3
Uzbekistan;Russia;2022;0;0;0
Qatar;Ecuador;2022;0;2;2
Senegal;Netherlands;2022;0;2;2
England;Iran;2022;6;2;8
United States;Wales;2022;1;1;2
Argentina;Saudi Arabia;2022;1;2;3
Mexico;Poland;2022;0;0;0
Denmark;Tunisia;2022;0;0;0
France;Australia;2022;4;1;5
Germany;Japan;2022;1;2;3
Spain;Costa Rica;2022;7;0;7
Morocco;Croatia;2022;0;0;0
Belgium;Canada;2022;1;0;1
Switzerland;Cameroon;2022;1;0;1
Brazil;Serbia;2022;2;0;2
Uruguay;South Korea;2022;0;0;0
Portugal;Ghana;2022;3;2;5
Qatar;Senegal;2022;1;3;4
Netherlands;Ecuador;2022;1;1;2
Wales;Iran;2022;0;2;2
